muskrat,has habitat,lakes
ermine,has habitat,lakeshores
red fox,has habitat,lakeshores
muskrat,has habitat,marshes
river otter,has habitat,marshes
grey fox,has habitat,marshlands
least weasel,has habitat,meadows
ermine,has habitat,meadows
least weasel,has habitat,meadows
red fox,has habitat,meadows
ermine,has habitat,mixed forests
least weasel,has habitat,mixed forests
cougar,has habitat,mountains
wolf,has habitat,mountains
bobcat,has habitat,outskirts of cities
long-tailed weasel,has habitat,parklands
badger,has habitat,parklands
least weasel,has habitat,parklands
muskox,has habitat,plains
wolf,has habitat,plains
badger,has habitat,praries
sea otter,has habitat,reefs
least weasel,has habitat,river banks
long-tailed weasel,has habitat,river banks
river otter,has habitat,river banks
ermine,has habitat,river banks
striped skunk,has habitat,river valleys
muskox,has habitat,river valleys
red fox,has habitat,river valleys
cougar,has habitat,river valleys
bobcat,has habitat,rocky hillsides
western spotted skunk,has habitat,scrubland
black-footed ferret,has habitat,short-grass prairie
muskrat,has habitat,streams
bobcat,has habitat,swamps
cougar,has habitat,swamps
wolverine,has habitat,tundra
red fox,has habitat,tundra
ermine,has habitat,tundra
lynx,has habitat,tundra
wolverine,has habitat,tundra
river otter,has habitat,water
sea otter,has habitat,water
bobcat,has habitat,woodlots
adult mink,has part,anal scent glands
adult ermine,has part,anal scent glands
bull moose,has part,antlers
caribou,has part,antlers
male white-tailed deer,has part,antlers
adult marten,has part,beady eyes
adult marten,has part,black eyes
adult raccoon,has part,black facial mask
adult coyote,has part,black nose
baby western spotted skunk,has part,black skin with white stripes
adult lynx,has part,black stripes on the forehead and around the facial ruff
adult polar bear,has part,black tongue
adult long-tailed weasel,has part,tail
adult fisher,has part,broad head
adult polar bear,has part,brown eyes
adult raccoon,has part,bushy tail
adult fisher,has part,bushy tail
adult marten,has part,bushy tail
adult wolverine,has part,bushy tail
black bear,has part,claws
adult raccoon,has part,claws
adult wolverine,has part,claws
cougar kitten,has part,closed eyes at birth
adult wolverine,has part,coarse fur
adult black bear,has part,dexterous lips
adult grizzly bear,has part,dished face
adult lynx,has part,ears tipped with long black hairs
beaver,has part,flat tail
wolf cub,has part,floppy ears at birth
adult grizzly bear,has part,claws
adult polar bear,has part,furred foot pads
adult red fox,has part,furred foot pads
beaver,has part,hairless tail
muskox,has part,horns
adult marten,has part,large eyes
beaver,has part,tail
adult wolverine,has part,large teeth
adult striped skunk,has part,long claws
adult badger,has part,long claws
adult raccoon,has part,long coat
adult wolverine,has part,long coat
adult polar bear,has part,long narrow head
adult mink,has part,long neck
adult fisher,has part,long tail
adult long-tailed weasel,has part,long tail
adult marten,has part,long tail
adult mink,has part,long tail
adult red fox,has part,long whiskers
adult female ermine,has part,mammae
adult female grey fox,has part,mammae
adult female long-tailed weasel,has part,mammae
adult female mink,has part,mammae
adult female raccoon,has part,mammae
adult female red fox,has part,mammae
adult wolverine,has part,muscular body
adult mink,has part,musky odour
baby sea otter,has part,open eyes at birth
adult ermine,has part,oval ears
adult lynx,has part,padded feet
adult striped skunk,has part,pair of musk sacs
adult western spotted skunk,has part,pair of musk sacs
adult mink,has part,pointed face
adult red fox,has part,pointed face
adult raccoon,has part,tail
adult black bear,has part,round ears
adult fisher,has part,round ears
adult raccoon,has part,round ears
adult marten,has part,scent glands
adult badger,has part,scent glands
adult wolverine,has part,scent glands
baby ermine,has part,sealed ears at birth
baby ermine,has part,sealed eyes at birth
beaver,has part,sharp teeth
adult ermine,has part,short ears
adult fisher,has part,short ears
adult raccoon,has part,short ears
adult badger,has part,short ears
adult cougar,has part,short fur
adult badger,has part,short legs
adult least weasel,has part,short legs
adult marten,has part,short legs
adult mink,has part,short legs
adult raccoon,has part,short legs
adult river otter,has part,short legs
adult least weasel,has part,short tail
adult raccoon,has part,short tail
adult wolverine,has part,short tail
adult badger,has part,short tail
adult black bear,has part,short tail
adult grizzly bear,has part,shoulder hump
adult fisher,has part,slender body
adult least weasel,has part,slender body
adult marten,has part,slender body
adult mink,has part,small ears
adult polar bear,has part,small ears
adult river otter,has part,small ears
adult black bear,has part,small eyes
adult ermine,has part,small mouth
cougar kitten,has part,spotted coat at birth
adult wolverine,has part,stout body
adult badger,has part,stout body
adult ermine,has part,streamlined body
adult river otter,has part,streamlined body
adult wolverine,has part,strong legs
adult wolverine,has part,strong teeth
adult least weasel,has part,stubby tail
adult lynx,has part,stubby tail
adult female cougar,has part,teats
adult female lynx,has part,teats
adult female sea otter,has part,teats
adult female wolf,has part,teats
baby sea otter,has part,teeth
adult river otter,has part,thick coat
adult raccoon,has part,thick coat
adult sea otter,has part,thick coat
adult river otter,has part,thick fur
adult red fox,has part,thick tail
adult mink,has part,thin body
muskox,has part,warm coat
muskrat,has part,waterproof fur
beaver,has part,webbed hind feet
adult river otter,has part,webbed toes
hoary bat,has part,wings
little brown bat,has part,wings
bat,has part,wings
cougar kitten,has part,woolly coat
red fox cub,has part,woolly coat
wolf cub,has part,woolly coat
adult coyote,has part,yellow eyes
black-footed ferret,has status,extinct in Canada
swift fox,has status,extinct in Canada
marten,has status,threatened
Peary caribou,has status,threatened
white-tailed deer,has subspecies,Dakota white-tailed deer
white-tailed deer,has subspecies,northern white-tailed deer
white-tailed deer,has subspecies,tawny northwestern white-tailed deer
adult mink,has temperament,bold
adult wolverine,has temperament,bold
adult marten,has temperament,curious
adult wolverine,has temperament,curious
ermine,has temperament,curious
adult river otter,has temperament,docile
adult marten,has temperament,ferocious
adult mink,has temperament,ferocious
adult black-footed ferret,has temperament,ferocious
adult river otter,has temperament,loyal
adult red fox,has temperament,nervous
adult striped skunk,has temperament,placid
adult river otter,has temperament,playful
baby black-footed ferret,has temperament,playful
baby raccoon,has temperament,playful
baby western spotted skunk,has temperament,playful
cougar kitten,has temperament,playful
lynx kitten,has temperament,playful
adult wolverine,has temperament,pugnacious
adult western spotted skunk,has temperament,secretive
fisher,has temperament,secretive
adult red fox,has temperament,shy
adult striped skunk,has temperament,sluggish
adult river otter,has temperament,sociable
adult western spotted skunk,has temperament,sociable
adult raccoon,has temperament,sociable
wolf,has temperament,sociable
adult wolverine,has temperament,strong
adult mink,has temperament,untamable
adult male grey fox,helps,adult female grey fox
adult lynx,hunts by,hearing
adult least weasel,hunts by,scent
adult lynx,hunts by,sight
adult wolf,hunts in,pack
adult fisher,hunts on,the ground
cougar,is,a predator
adult least weasel,is,active all winter
adult marten,is,active all winter
adult mink,is,active all winter
adult river otter,is,active all winter
adult sea otter,is,active all winter
adult wolverine,is,active in the day and at night
river otter,is,amphibious
sea otter,is,aquatic
baby fisher,is,blind at birth
baby marten,is,blind at birth
baby mink,is,blind at birth
baby striped skunk,is,blind at birth
baby western spotted skunk,is,blind at birth
polar bear cub,is,blind at birth
wolf cub,is,blind at birth
cougar kitten,is,born
cat,is,carnivorous
dog,is,carnivorous
carnivore,is,carnivorous
adult sea otter,is,clumsy on land
baby marten,is,deaf at birth
baby mink,is,deaf at birth
baby striped skunk,is,deaf at birth
baby western spotted skunk,is,deaf at birth
sea otter,is,diurnal
adult cougar,is,extremely wary of humans
adult red fox,is,good parent
baby fisher,is,helpless at birth
baby marten,is,helpless at birth
moose calf,is,helpless at birth
adult lynx,is,hunted for fur
muskrat,is,hunted for fur
river otter,is,intelligent
raccoon,is,intelligent
ermine,is,killed by coyotes
badger,is,killed by humans
fisher,is,killed by humans
lynx,is,killed by humans
ermine,is,killed by humans
adult coyote,is,monogamous
adult female grey fox,is,monogamous
adult female swift fox,is,monogamous
adult red fox,is,monogamous
adult wolf,is,monogamous
adult badger,is,nocturnal
adult black-footed ferret,is,nocturnal
adult cougar,is,nocturnal
adult ermine,is,nocturnal
adult grey fox,is,nocturnal
adult least weasel,is,nocturnal
adult lynx,is,nocturnal
adult marten,is,nocturnal
adult mink,is,nocturnal
adult raccoon,is,nocturnal
adult red fox,is,nocturnal
adult river otter,is,nocturnal
adult striped skunk,is,nocturnal
adult swift fox,is,nocturnal
adult western spotted skunk,is,nocturnal
bat,is,nocturnal
carnivore,is,omnivorous
adult black bear,is,omnivorous
adult grizzly bear,is,omnivorous
adult raccoon,is,omnivorous
adult red fox,is,omnivorous
adult striped skunk,is,omnivorous
adult wolverine,is,omnivorous
adult male marten,is,polygamous
adult male striped skunk,is,polygamous
adult sea otter,is,polygamous
adult badger,is,solitary
adult black bear,is,solitary
adult bobcat,is,solitary
adult cougar,is,solitary
adult fisher,is,solitary
adult lynx,is,solitary
adult marten,is,solitary
adult mink,is,solitary
adult polar bear,is,solitary
adult wolverine,is,solitary
adult long-tailed weasel,is,solitary
adult swift fox,is,solitary
mink,is,trapped for fur
river otter,is,trapped for fur
mammal,is,warm-blooded
baby coyote,is,weaned
red fox cub,is,weaned
grey fox cub,is,weaned
baby sea otter,is,weaned
bobcat kitten,is,weaned
baby least weasel,is,weaned
baby long-tailed weasel,is,weaned
cougar kitten,is,weaned
baby mink,is,weaned
baby marten,is,weaned
baby striped skunk,is,weaned
wolf cub,is,weaned
baby wolverine,is,weaned
baby sea otter,is,well developed at birth
adult female Arctic fox,is a kind of,adult Arctic fox
adult male Arctic fox,is a kind of,adult Arctic fox
adult female badger,is a kind of,adult badger
adult male badger,is a kind of,adult badger
adult female black bear,is a kind of,adult black bear
adult male black bear,is a kind of,adult black bear
adult female black-footed ferret,is a kind of,adult black-footed ferret
adult male black-footed ferret,is a kind of,adult black-footed ferret
adult female bobcat,is a kind of,adult bobcat
adult male bobcat,is a kind of,adult bobcat
adult female cougar,is a kind of,adult cougar
adult male cougar,is a kind of,adult cougar
adult female coyote,is a kind of,adult coyote
adult male coyote,is a kind of,adult coyote
adult female ermine,is a kind of,adult ermine
adult male ermine,is a kind of,adult ermine
adult female fisher,is a kind of,adult fisher
adult male fisher,is a kind of,adult fisher
adult female grey fox,is a kind of,adult grey fox
adult male grey fox,is a kind of,adult grey fox
adult female grizzly bear,is a kind of,adult grizzly bear
adult male grizzly bear,is a kind of,adult grizzly bear
adult female least weasel,is a kind of,adult least weasel
adult male least weasel,is a kind of,adult least weasel
adult female long-tailed weasel,is a kind of,adult long-tailed weasel
adult male long-tailed weasel,is a kind of,adult long-tailed weasel
adult female lynx,is a kind of,adult lynx
adult male lynx,is a kind of,adult lynx
adult female marten,is a kind of,adult marten
adult male marten,is a kind of,adult marten
adult female mink,is a kind of,adult mink
adult male mink,is a kind of,adult mink
adult female polar bear,is a kind of,adult polar bear
adult male polar bear,is a kind of,adult polar bear
adult female raccoon,is a kind of,adult raccoon
adult male raccoon,is a kind of,adult raccoon
adult female red fox,is a kind of,adult red fox
adult male red fox,is a kind of,adult red fox
adult female river otter,is a kind of,adult river otter
adult male river otter,is a kind of,adult river otter
adult female sea otter,is a kind of,adult sea otter
adult male sea otter,is a kind of,adult sea otter
adult female striped skunk,is a kind of,adult striped skunk
adult male striped skunk,is a kind of,adult striped skunk
adult female swift fox,is a kind of,adult swift fox
adult male swift fox,is a kind of,adult swift fox
adult female western spotted skunk,is a kind of,adult western spotted skunk
adult male western spotted skunk,is a kind of,adult western spotted skunk
adult female wolf,is a kind of,adult wolf
adult male wolf,is a kind of,adult wolf
adult female wolverine,is a kind of,adult wolverine
adult male wolverine,is a kind of,adult wolverine
bighorn sheep,is a kind of,antelope
bison,is a kind of,antelope
Dall's sheep,is a kind of,antelope
mountain goat,is a kind of,antelope
muskox,is a kind of,antelope
adult Arctic fox,is a kind of,Arctic fox
Arctic fox cub,is a kind of,Arctic fox
baby badger,is a kind of,baby mammal
baby black-footed ferret,is a kind of,baby mammal
baby coyote,is a kind of,baby mammal
baby ermine,is a kind of,baby mammal
baby fisher,is a kind of,baby mammal
baby least weasel,is a kind of,baby mammal
baby little brown bat,is a kind of,baby mammal
baby long-tailed weasel,is a kind of,baby mammal
baby marten,is a kind of,baby mammal
baby mink,is a kind of,baby mammal
baby raccoon,is a kind of,baby mammal
baby river otter,is a kind of,baby mammal
baby sea otter,is a kind of,baby mammal
baby striped skunk,is a kind of,baby mammal
baby western spotted skunk,is a kind of,baby mammal
baby wolverine,is a kind of,baby mammal
barren-ground caribou calf,is a kind of,baby mammal
bear cub,is a kind of,baby mammal
bobcat kitten,is a kind of,baby mammal
cougar kitten,is a kind of,baby mammal
fox cub,is a kind of,baby mammal
lynx kitten,is a kind of,baby mammal
moose calf,is a kind of,baby mammal
white-tailed deer fawn,is a kind of,baby mammal
wolf cub,is a kind of,baby mammal
adult badger,is a kind of,badger
baby badger,is a kind of,badger
barren-ground caribou calf,is a kind of,barren-ground caribou
free-tailed bat,is a kind of,bat
smooth-faced bat,is a kind of,bat
Blainville's beaked whale,is a kind of,beaked whale
giant beaked whale,is a kind of,beaked whale
goose-beaked whale,is a kind of,beaked whale
Moore's beaked whale,is a kind of,beaked whale
northern bottlenosed whale,is a kind of,beaked whale
Sowerby's beaked whale,is a kind of,beaked whale
Stejneger's beaked whale,is a kind of,beaked whale
True's beaked whale,is a kind of,beaked whale
black bear,is a kind of,bear
grizzly bear,is a kind of,bear
polar bear,is a kind of,bear
black bear cub,is a kind of,bear cub
grizzly bear cub,is a kind of,bear cub
polar bear cub,is a kind of,bear cub
female beaver,is a kind of,beaver
plains bison,is a kind of,bison
wood bison,is a kind of,bison
adult black bear,is a kind of,black bear
black bear cub,is a kind of,black bear
adult black-footed ferret,is a kind of,black-footed ferret
baby black-footed ferret,is a kind of,black-footed ferret
adult bobcat,is a kind of,bobcat
bobcat kitten,is a kind of,bobcat
right whale,is a kind of,bowhead whale
barren-ground caribou,is a kind of,caribou
caribou bull,is a kind of,caribou
caribou cow,is a kind of,caribou
Peary caribou,is a kind of,caribou
woodland caribou,is a kind of,caribou
bear,is a kind of,carnivore
cat,is a kind of,carnivore
dog,is a kind of,carnivore
raccoon,is a kind of,carnivore
weasel,is a kind of,carnivore
bobcat,is a kind of,cat
cougar,is a kind of,cat
lynx,is a kind of,cat
bighorn sheep,is a kind of,cattle
bison,is a kind of,cattle
Dall's sheep,is a kind of,cattle
mountain goat,is a kind of,cattle
muskox,is a kind of,cattle
"antelope, cattle, sheep or goat",is a kind of,cloven-hoofed mammal
deer,is a kind of,cloven-hoofed mammal
pronghorn,is a kind of,cloven-hoofed mammal
adult cougar,is a kind of,cougar
cougar kitten,is a kind of,cougar
adult coyote,is a kind of,coyote
baby coyote,is a kind of,coyote
caribou,is a kind of,deer
elk,is a kind of,deer
fallow deer,is a kind of,deer
moose,is a kind of,deer
mule deer,is a kind of,deer
white-tailed deer,is a kind of,deer
Arctic fox,is a kind of,dog
coyote,is a kind of,dog
grey fox,is a kind of,dog
red fox,is a kind of,dog
swift fox,is a kind of,dog
wolf,is a kind of,dog
Atlantic pilot whale,is a kind of,dolphin or porpoise
Atlantic white-sided dolphin,is a kind of,dolphin or porpoise
blue dolphin,is a kind of,dolphin or porpoise
bottlenosed dolphin,is a kind of,dolphin or porpoise
common dolphin,is a kind of,dolphin or porpoise
Dall's porpoise,is a kind of,dolphin or porpoise
grey grampus,is a kind of,dolphin or porpoise
harbour porpoise,is a kind of,dolphin or porpoise
killer whale,is a kind of,dolphin or porpoise
northern right-whale dolphin,is a kind of,dolphin or porpoise
Pacific pilot whale,is a kind of,dolphin or porpoise
Pacific white-sided dolphin,is a kind of,dolphin or porpoise
toothed whale,is a kind of,dolphin or porpoise
whalebone whale,is a kind of,dolphin or porpoise
white-beaked dolphin,is a kind of,dolphin or porpoise
California sealion,is a kind of,eared seal
northern fur seal,is a kind of,eared seal
northern sealion,is a kind of,eared seal
adult ermine,is a kind of,ermine
baby ermine,is a kind of,ermine
adult female Arctic fox,is a kind of,female mammal
adult female badger,is a kind of,female mammal
adult female black bear,is a kind of,female mammal
adult female black-footed ferret,is a kind of,female mammal
adult female bobcat,is a kind of,female mammal
adult female cougar,is a kind of,female mammal
adult female coyote,is a kind of,female mammal
adult female ermine,is a kind of,female mammal
adult female fisher,is a kind of,female mammal
adult female grey fox,is a kind of,female mammal
adult female grizzly bear,is a kind of,female mammal
adult female least weasel,is a kind of,female mammal
adult female long-tailed weasel,is a kind of,female mammal
adult female lynx,is a kind of,female mammal
adult female marten,is a kind of,female mammal
adult female mink,is a kind of,female mammal
adult female polar bear,is a kind of,female mammal
adult female raccoon,is a kind of,female mammal
adult female red fox,is a kind of,female mammal
adult female river otter,is a kind of,female mammal
adult female sea otter,is a kind of,female mammal
adult female striped skunk,is a kind of,female mammal
adult female swift fox,is a kind of,female mammal
adult female western spotted skunk,is a kind of,female mammal
adult female wolf,is a kind of,female mammal
adult female wolverine,is a kind of,female mammal
caribou cow,is a kind of,female mammal
female beaver,is a kind of,female mammal
female little brown bat,is a kind of,female mammal
female moose,is a kind of,female mammal
female muskrat,is a kind of,female mammal
female white-tailed deer,is a kind of,female mammal
adult fisher,is a kind of,fisher
baby fisher,is a kind of,fisher
Arctic fox cub,is a kind of,fox cub
grey fox cub,is a kind of,fox cub
red fox cub,is a kind of,fox cub
swift fox cub,is a kind of,fox cub
big free-tailed bat,is a kind of,free-tailed bat
adult grey fox,is a kind of,grey fox
grey fox cub,is a kind of,grey fox
adult grizzly bear,is a kind of,grizzly bear
grizzly bear cub,is a kind of,grizzly bear
pika,is a kind of,hare or rabbit
rabbit or hare,is a kind of,hare or rabbit
female human,is a kind of,human
male human,is a kind of,human
mole,is a kind of,insectivore
shrew,is a kind of,insectivore
meadow jumping mouse,is a kind of,jumping mouse or jerboa
Pacific jumping mouse,is a kind of,jumping mouse or jerboa
western jumping mouse,is a kind of,jumping mouse or jerboa
woodland jumping mouse,is a kind of,jumping mouse or jerboa
adult least weasel,is a kind of,least weasel
baby least weasel,is a kind of,least weasel
baby little brown bat,is a kind of,little brown bat
female little brown bat,is a kind of,little brown bat
adult long-tailed weasel,is a kind of,long-tailed weasel
baby long-tailed weasel,is a kind of,long-tailed weasel
adult lynx,is a kind of,lynx
lynx kitten,is a kind of,lynx
adult male Arctic fox,is a kind of,male mammal
adult male badger,is a kind of,male mammal
adult male black bear,is a kind of,male mammal
adult male black-footed ferret,is a kind of,male mammal
adult male bobcat,is a kind of,male mammal
adult male cougar,is a kind of,male mammal
adult male coyote,is a kind of,male mammal
adult male ermine,is a kind of,male mammal
adult male fisher,is a kind of,male mammal
adult male grey fox,is a kind of,male mammal
adult male grizzly bear,is a kind of,male mammal
adult male least weasel,is a kind of,male mammal
adult male long-tailed weasel,is a kind of,male mammal
adult male lynx,is a kind of,male mammal
adult male marten,is a kind of,male mammal
adult male mink,is a kind of,male mammal
adult male polar bear,is a kind of,male mammal
adult male raccoon,is a kind of,male mammal
adult male red fox,is a kind of,male mammal
adult male river otter,is a kind of,male mammal
adult male sea otter,is a kind of,male mammal
adult male striped skunk,is a kind of,male mammal
adult male swift fox,is a kind of,male mammal
adult male western spotted skunk,is a kind of,male mammal
adult male wolf,is a kind of,male mammal
adult male wolverine,is a kind of,male mammal
bull moose,is a kind of,male mammal
caribou bull,is a kind of,male mammal
male white-tailed deer,is a kind of,male mammal
mammal,is a kind of,mammal
baby mammal,is a kind of,mammal
bat,is a kind of,mammal
carnivore,is a kind of,mammal
cloven-hoofed mammal,is a kind of,mammal
female mammal,is a kind of,mammal
insectivore,is a kind of,mammal
male mammal,is a kind of,mammal
marsupial,is a kind of,mammal
marsupial,is a kind of,mammal
"pika, hare or rabbit",is a kind of,mammal
primate,is a kind of,mammal
rodent,is a kind of,mammal
"seal, sealion or walrus",is a kind of,mammal
"whale, dolphin or porpoise",is a kind of,mammal
opossum,is a kind of,marsupial
adult marten,is a kind of,marten
baby marten,is a kind of,marten
adult mink,is a kind of,mink
baby mink,is a kind of,mink
American shrew-mole,is a kind of,mole
eastern mole,is a kind of,mole
hairy-tailed mole,is a kind of,mole
Pacific coast mole,is a kind of,mole
star-nosed mole,is a kind of,mole
Townsend's mole,is a kind of,mole
bull moose,is a kind of,moose
female moose,is a kind of,moose
moose calf,is a kind of,moose
female muskrat,is a kind of,muskrat
American pika,is a kind of,pika
pika,is a kind of,pika
rabbit or hare,is a kind of,pika
northern pocket gopher,is a kind of,pocket gopher
plains pocket gopher,is a kind of,pocket gopher
Great Basin pocket mouse,is a kind of,pocket mouse or kangaroo rat
olive-backed pocket mouse,is a kind of,pocket mouse or kangaroo rat
Ord's kangaroo rat,is a kind of,pocket mouse or kangaroo rat
adult polar bear,is a kind of,polar bear
polar bear cub,is a kind of,polar bear
human,is a kind of,primate
arctic hare,is a kind of,rabbit or hare
eastern cottontail,is a kind of,rabbit or hare
European hare,is a kind of,rabbit or hare
Nuttall's cottontail,is a kind of,rabbit or hare
snowshoe hare,is a kind of,rabbit or hare
white-tailed jack rabbit,is a kind of,rabbit or hare
adult raccoon,is a kind of,raccoon
baby raccoon,is a kind of,raccoon
brown lemming,is a kind of,"rat, mouse or vole"
bushy-tailed wood rat,is a kind of,"rat, mouse or vole"
Cascade deer mouse,is a kind of,"rat, mouse or vole"
chestnut-cheeked vole,is a kind of,"rat, mouse or vole"
collared lemming,is a kind of,"rat, mouse or vole"
creeping vole,is a kind of,"rat, mouse or vole"
deer mouse,is a kind of,"rat, mouse or vole"
Gapper's red-backed vole,is a kind of,"rat, mouse or vole"
heather vole,is a kind of,"rat, mouse or vole"
house mouse,is a kind of,"rat, mouse or vole"
long-tailed vole,is a kind of,"rat, mouse or vole"
meadow vole,is a kind of,"rat, mouse or vole"
montane vole,is a kind of,"rat, mouse or vole"
muskrat,is a kind of,"rat, mouse or vole"
northern bog lemming,is a kind of,"rat, mouse or vole"
northern grasshopper mouse,is a kind of,"rat, mouse or vole"
northern red-backed vole,is a kind of,"rat, mouse or vole"
Norway rat,is a kind of,"rat, mouse or vole"
prairie vole,is a kind of,"rat, mouse or vole"
Richardson's water vole,is a kind of,"rat, mouse or vole"
rock vole,is a kind of,"rat, mouse or vole"
roof rat,is a kind of,"rat, mouse or vole"
root vole,is a kind of,"rat, mouse or vole"
sagebrush vole,is a kind of,"rat, mouse or vole"
singing vole,is a kind of,"rat, mouse or vole"
Sitka mouse,is a kind of,"rat, mouse or vole"
southern bog lemming,is a kind of,"rat, mouse or vole"
Townsend's vole,is a kind of,"rat, mouse or vole"
Ungava lemming,is a kind of,"rat, mouse or vole"
western harvest mouse,is a kind of,"rat, mouse or vole"
western red-backed vole,is a kind of,"rat, mouse or vole"
white-footed mouse,is a kind of,"rat, mouse or vole"
woodland vole,is a kind of,"rat, mouse or vole"
adult red fox,is a kind of,red fox
red fox cub,is a kind of,red fox
adult river otter,is a kind of,river otter
baby river otter,is a kind of,river otter
beaver,is a kind of,rodent
coypu,is a kind of,rodent
jumping mouse or jerboa,is a kind of,rodent
mountain beaver,is a kind of,rodent
pocket gopher,is a kind of,rodent
pocket mouse or kangaroo rat,is a kind of,rodent
porcupine,is a kind of,rodent
"rat, mouse or vole",is a kind of,rodent
squirrel,is a kind of,rodent
blue whale,is a kind of,rorqual
fin whale,is a kind of,rorqual
humpback whale,is a kind of,rorqual
Minke whale,is a kind of,rorqual
Sei whale,is a kind of,rorqual
adult sea otter,is a kind of,sea otter
baby sea otter,is a kind of,sea otter
eared seal,is a kind of,seal
true seal,is a kind of,seal
walrus,is a kind of,seal
eared seal,is a kind of,sealion or walrus
true seal,is a kind of,sealion or walrus
walrus,is a kind of,sealion or walrus
bighorn sheep,is a kind of,sheep or goat
bison,is a kind of,sheep or goat
Dall's sheep,is a kind of,sheep or goat
mountain goat,is a kind of,sheep or goat
muskox,is a kind of,sheep or goat
American water shrew,is a kind of,shrew
arctic shrew,is a kind of,shrew
Bendire's shrew,is a kind of,shrew
dusky shrew,is a kind of,shrew
Gaspé shrew,is a kind of,shrew
least shrew,is a kind of,shrew
masked shrew,is a kind of,shrew
pigmy shrew,is a kind of,shrew
short-tailed shrew,is a kind of,shrew
smoky shrew,is a kind of,shrew
Thompson's pigmy shrew,is a kind of,shrew
Trowbridge's shrew,is a kind of,shrew
vagrant shrew,is a kind of,shrew
big brown bat,is a kind of,smooth-faced bat
California bat,is a kind of,smooth-faced bat
eastern pippistrelle,is a kind of,smooth-faced bat
evening bat,is a kind of,smooth-faced bat
fringed bat,is a kind of,smooth-faced bat
hoary bat,is a kind of,smooth-faced bat
Keen's bat,is a kind of,smooth-faced bat
little brown bat,is a kind of,smooth-faced bat
long-eared bat,is a kind of,smooth-faced bat
long-legged bat,is a kind of,smooth-faced bat
pallid bat,is a kind of,smooth-faced bat
red bat,is a kind of,smooth-faced bat
silver-haired bat,is a kind of,smooth-faced bat
small-footed bat,is a kind of,smooth-faced bat
Townsend's big-eared bat,is a kind of,smooth-faced bat
American red squirrel,is a kind of,squirrel
arctic ground squirrel,is a kind of,squirrel
black-tailed prairie dog,is a kind of,squirrel
Columbian ground squirrel,is a kind of,squirrel
Douglas's squirrel,is a kind of,squirrel
eastern chipmunk,is a kind of,squirrel
fox squirrel,is a kind of,squirrel
Franklin's ground squirrel,is a kind of,squirrel
golden-mantled ground squirrel,is a kind of,squirrel
grey squirrel,is a kind of,squirrel
groundhog,is a kind of,squirrel
hoary marmot,is a kind of,squirrel
least chipmunk,is a kind of,squirrel
northern flying squirrel,is a kind of,squirrel
red-tailed chipmunk,is a kind of,squirrel
Richardson's ground squirrel,is a kind of,squirrel
southern flying squirrel,is a kind of,squirrel
thirteen-lined ground squirrel,is a kind of,squirrel
Townsend's chipmunk,is a kind of,squirrel
Vancouver Island marmot,is a kind of,squirrel
yellow pine chipmunk,is a kind of,squirrel
yellow-bellied marmot,is a kind of,squirrel
adult striped skunk,is a kind of,striped skunk
baby striped skunk,is a kind of,striped skunk
adult swift fox,is a kind of,swift fox
swift fox cub,is a kind of,swift fox
beaked whale,is a kind of,toothed whale
dolphin or porpoise,is a kind of,toothed whale
pigmy sperm whale,is a kind of,toothed whale
sperm whale,is a kind of,toothed whale
white whale or narwhal,is a kind of,toothed whale
bearded seal,is a kind of,true seal
grey seal,is a kind of,true seal
harbour seal,is a kind of,true seal
harp seal,is a kind of,true seal
hooded seal,is a kind of,true seal
northern elephant seal,is a kind of,true seal
ringed seal,is a kind of,true seal
badger,is a kind of,weasel
black-footed ferret,is a kind of,weasel
ermine,is a kind of,weasel
fisher,is a kind of,weasel
least weasel,is a kind of,weasel
long-tailed weasel,is a kind of,weasel
marten,is a kind of,weasel
mink,is a kind of,weasel
river otter,is a kind of,weasel
sea otter,is a kind of,weasel
striped skunk,is a kind of,weasel
western spotted skunk,is a kind of,weasel
wolverine,is a kind of,weasel
adult western spotted skunk,is a kind of,western spotted skunk
baby western spotted skunk,is a kind of,western spotted skunk
toothed whale,is a kind of,whale
whalebone whale,is a kind of,whale
bowhead whale,is a kind of,whalebone whale
grey whale,is a kind of,whalebone whale
rorqual,is a kind of,whalebone whale
narwhal,is a kind of,white whale or narwhal
white whale,is a kind of,white whale or narwhal
female white-tailed deer,is a kind of,white-tailed deer
male white-tailed deer,is a kind of,white-tailed deer
white-tailed deer fawn,is a kind of,white-tailed deer
adult wolf,is a kind of,wolf
wolf cub,is a kind of,wolf
adult wolverine,is a kind of,wolverine
baby wolverine,is a kind of,wolverine
grizzly bear cub,is born in,February
grizzly bear cub,is born in,January
barren-ground caribou calf,is born in,May
baby little brown bat,is born in ,June
lynx kitten,is born in ,June
lynx kitten,is born in ,May
muskox,is eaten by,arctic wolf
muskrat,is eaten by,badger
beaver,is eaten by,bear
bison,is eaten by,black bear
coyote,is eaten by,black bear
moose,is eaten by,black bear
mink,is eaten by,black bear
raccoon,is eaten by,bobcat
striped skunk,is eaten by,bobcat
mink,is eaten by,bobcat
western spotted skunk,is eaten by,cat
adult long-tailed weasel,is eaten by,cat
least weasel,is eaten by,cat
bobcat,is eaten by,cougar
bison,is eaten by,cougar
coyote,is eaten by,cougar
moose,is eaten by,cougar
river otter,is eaten by,coyote
beaver,is eaten by,coyote
bobcat,is eaten by,coyote
muskrat,is eaten by,coyote
